rank_by_rho,symbol,ensembl_gene_id,spearman_rho,p_value_unadjusted,fdr_BH_key_feature_space,status
253,Tex16,ENSMUSG00000034555,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Themis,ENSMUSG00000049109,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Thpo,ENSMUSG00000022847,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Tm6sf1,ENSMUSG00000038623,0.85,0.00370477732758581,0.0452425796472027,Not selected
253,Vipr2,ENSMUSG00000011171,0.85,0.00370477732758581,0.0452425796472027,Not selected
274,Gm18619,ENSMUSG00000113829,0.847579379526013,0.00390854808322519,0.046971560599048,Not selected
275,Grin2a,ENSMUSG00000059003,0.844276631385135,0.00419879956140736,0.0493104839690661,Not selected
275,Ins2,ENSMUSG00000000215,0.844276631385135,0.00419879956140736,0.0493104839690661,Not selected
277,Gm5834,ENSMUSG00000085867,0.836827408755723,0.00490701483410884,0.0524875579129485,Not selected
278,5033421B08Rik,ENSMUSG00000112276,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,A830019P07Rik,ENSMUSG00000094707,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Ackr4,ENSMUSG00000079355,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,BC002189,ENSMUSG00000104465,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Bin1,ENSMUSG00000024381,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,C1s2,ENSMUSG00000079343,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Cfap52,ENSMUSG00000020904,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Cfh,ENSMUSG00000026365,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Cyfip2,ENSMUSG00000020340,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Ddit4l,ENSMUSG00000046818,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,ENSMUSG00000118212,ENSMUSG00000118212,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Enpp5,ENSMUSG00000023960,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Fam71b,ENSMUSG00000020401,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Gm15410,ENSMUSG00000085639,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Gm16364,ENSMUSG00000087014,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Gm20758,ENSMUSG00000112533,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Gm5300,ENSMUSG00000098052,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Gprc5d,ENSMUSG00000030205,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Hspa1a,ENSMUSG00000091971,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Igfbp4,ENSMUSG00000017493,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Il13ra2,ENSMUSG00000031289,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Inpp5j,ENSMUSG00000034570,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Islr2,ENSMUSG00000051243,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Itgbl1,ENSMUSG00000032925,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Lmcd1,ENSMUSG00000057604,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,N4bp2l1,ENSMUSG00000041132,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Ncf1,ENSMUSG00000015950,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Pik3ip1,ENSMUSG00000034614,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Rfx4,ENSMUSG00000020037,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Shank1,ENSMUSG00000038738,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Susd5,ENSMUSG00000086596,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
278,Tek,ENSMUSG00000006386,0.833333333333333,0.00526569102916174,0.0524875579129485,Not selected
310,Adgrf3,ENSMUSG00000067642,0.830627791935493,0.00555542379852897,0.0548162796148626,Not selected
311,ENSMUSG00000117110,ENSMUSG00000117110,0.828459134668166,0.00579537319943972,0.0565506615096777,Not selected
312,A930003A15Rik,ENSMUSG00000075330,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Acox2,ENSMUSG00000021751,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Cilp,ENSMUSG00000042254,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Dhrs7c,ENSMUSG00000033044,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Dsg3,ENSMUSG00000056632,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,ENSMUSG00000117030,ENSMUSG00000117030,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,ENSMUSG00000117926,ENSMUSG00000117926,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Fyb,ENSMUSG00000022148,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Fzd1,ENSMUSG00000044674,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Gm11243,ENSMUSG00000081890,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Gm13985,ENSMUSG00000086203,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Gm2035,ENSMUSG00000096619,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Gm26604,ENSMUSG00000097079,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Gprc5c,ENSMUSG00000051043,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Gramd1c,ENSMUSG00000036292,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Heyl,ENSMUSG00000032744,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Hist2h3c2,ENSMUSG00000081058,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Il17rb,ENSMUSG00000015966,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Irf6,ENSMUSG00000026638,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Itgb6,ENSMUSG00000026971,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Kcnh7,ENSMUSG00000059742,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Pacsin1,ENSMUSG00000040276,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Sectm1a,ENSMUSG00000025165,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Slc40a1,ENSMUSG00000025993,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Slc6a2,ENSMUSG00000055368,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Slit2,ENSMUSG00000031558,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Sorbs2os,ENSMUSG00000085440,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Syt8,ENSMUSG00000031098,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Tmem184a,ENSMUSG00000036687,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Trdn,ENSMUSG00000019787,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
312,Xaf1,ENSMUSG00000040483,0.816666666666667,0.00722478524635879,0.0629838698295565,Not selected
343,Slco2b1,ENSMUSG00000030737,0.813676204344973,0.00762197423753497,0.065206838422772,Not selected
344,Gm22000,ENSMUSG00000086932,0.811722586493051,0.00788929768782947,0.0662824898282027,Not selected
345,2310020H05Rik,ENSMUSG00000100410,0.803354312405494,0.00910640538687799,0.074120588806607,Not selected
346,A930033H14Rik,ENSMUSG00000090622,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Abca1,ENSMUSG00000015243,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Aif1l,ENSMUSG00000001864,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Arl14epl,ENSMUSG00000073568,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Colca2,ENSMUSG00000079559,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Fndc9,ENSMUSG00000048721,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Frmd4b,ENSMUSG00000030064,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Gm16332,ENSMUSG00000089991,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Gm16574,ENSMUSG00000089769,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Gm7162,ENSMUSG00000089817,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Gm9821,ENSMUSG00000095332,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Lama2,ENSMUSG00000019899,0.8,0.00962792472537981,0.074120588806607,Not selected
346,March10,ENSMUSG00000078627,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Mir23b,ENSMUSG00000065599,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Mmp2,ENSMUSG00000031740,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Postn,ENSMUSG00000027750,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Rnf152,ENSMUSG00000047496,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Stmnd1,ENSMUSG00000063529,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Tceal7,ENSMUSG00000079428,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Tmem182,ENSMUSG00000079588,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Trbv13-2,ENSMUSG00000076469,0.8,0.00962792472537981,0.074120588806607,Not selected
346,Vmn1r43,ENSMUSG00000068231,0.8,0.00962792472537981,0.074120588806607,Not selected
368,1700040D17Rik,ENSMUSG00000097515,0.796724616754452,0.0101562798623878,0.0772485769680475,Not selected
368,Gm38534,ENSMUSG00000108634,0.796724616754452,0.0101562798623878,0.0772485769680475,Not selected
368,Htr2c,ENSMUSG00000041380,0.796724616754452,0.0101562798623878,0.0772485769680475,Not selected
368,Kif19a,ENSMUSG00000010021,0.796724616754452,0.0101562798623878,0.0772485769680475,Not selected
372,Pde7b,ENSMUSG00000019990,0.794986038317937,0.0104445177096839,0.0782620468317124,Not selected
373,Gm32742,ENSMUSG00000110266,0.78661776423038,0.0119092119511365,0.0866604687707474,Not selected
373,Hectd2os,ENSMUSG00000087579,0.78661776423038,0.0119092119511365,0.0866604687707474,Not selected
375,ENSMUSG00000117508,ENSMUSG00000117508,0.78334945180064,0.0125168259669461,0.0866604687707474,Not selected
375,Fgf14,ENSMUSG00000025551,0.78334945180064,0.0125168259669461,0.0866604687707474,Not selected
375,Gm2075,ENSMUSG00000096049,0.78334945180064,0.0125168259669461,0.0866604687707474,Not selected
375,Gm43618,ENSMUSG00000105403,0.78334945180064,0.0125168259669461,0.0866604687707474,Not selected
375,Olfr809,ENSMUSG00000050251,0.78334945180064,0.0125168259669461,0.0866604687707474,Not selected
380,AI463229,ENSMUSG00000114828,0.783333333333333,0.0125198730194499,0.0866604687707474,Not selected
380,AI839979,ENSMUSG00000107355,0.783333333333333,0.0125198730194499,0.0866604687707474,Not selected
380,Brdt,ENSMUSG00000029279,0.783333333333333,0.0125198730194499,0.0866604687707474,Not selected
380,Ccnd3,ENSMUSG00000034165,0.783333333333333,0.0125198730194499,0.0866604687707474,Not selected
380,Ckb,ENSMUSG00000001270,0.783333333333333,0.0125198730194499,0.0866604687707474,Not selected
380,Dok7,ENSMUSG00000044716,0.783333333333333,0.0125198730194499,0.0866604687707474,Not selected
380,Fam13c,ENSMUSG00000043259,0.783333333333333,0.0125198730194499,0.0866604687707474,Not selected
380,Gm13807,ENSMUSG00000085852,0.783333333333333,0.0125198730194499,0.0866604687707474,Not selected
380,Gm14291,ENSMUSG00000086098,0.783333333333333,0.0125198730194499,0.0866604687707474,Not selected
380,Gm8655,ENSMUSG00000113617,0.783333333333333,0.0125198730194499,0.0866604687707474,Not selected
380,Nhlrc1,ENSMUSG00000044231,0.783333333333333,0.0125198730194499,0.0866604687707474,Not selected
380,Nup210,ENSMUSG00000030091,0.783333333333333,0.0125198730194499,0.0866604687707474,Not selected
380,Pkd1l1,ENSMUSG00000046634,0.783333333333333,0.0125198730194499,0.0866604687707474,Not selected
380,Prkag3,ENSMUSG00000006542,0.783333333333333,0.0125198730194499,0.0866604687707474,Not selected
380,Sema3c,ENSMUSG00000028780,0.783333333333333,0.0125198730194499,0.0866604687707474,Not selected
380,Srpk3,ENSMUSG00000002007,0.783333333333333,0.0125198730194499,0.0866604687707474,Not selected
380,Tdo2,ENSMUSG00000028011,0.783333333333333,0.0125198730194499,0.0866604687707474,Not selected
397,Upk1b,ENSMUSG00000049436,0.779773029163932,0.01320518673206,0.0904429005164638,Not selected
398,Abcg1,ENSMUSG00000024030,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Arhgap29,ENSMUSG00000039831,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,C1rl,ENSMUSG00000038527,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,C1s1,ENSMUSG00000038521,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Celsr3,ENSMUSG00000023473,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Chrnb1,ENSMUSG00000041189,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Cngb1,ENSMUSG00000031789,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Des,ENSMUSG00000026208,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Drp2,ENSMUSG00000000223,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Dusp13,ENSMUSG00000021768,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Enox1,ENSMUSG00000022012,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Galnt6,ENSMUSG00000037280,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Hist1h2al,ENSMUSG00000091383,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Islr,ENSMUSG00000037206,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Lifr,ENSMUSG00000054263,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Otoa,ENSMUSG00000034990,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Patj,ENSMUSG00000061859,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Pcdhb11,ENSMUSG00000051486,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Pclo,ENSMUSG00000061601,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Ptgfr,ENSMUSG00000028036,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Sema6a,ENSMUSG00000019647,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Trbv6,ENSMUSG00000103807,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
398,Wfs1,ENSMUSG00000039474,0.766666666666667,0.015944016578974,0.0967222599918151,Not selected
421,Gm47908,ENSMUSG00000112329,0.765941686205071,0.0161056934506849,0.0967222599918151,Not selected
422,Arhgap6,ENSMUSG00000031355,0.761512941967708,0.0171171255258007,0.0972310713681959,Not selected
423,BC051019,ENSMUSG00000031022,0.75,0.0199421261319925,0.106633249850883,Not selected
423,Ccdc150,ENSMUSG00000025983,0.75,0.0199421261319925,0.106633249850883,Not selected
423,Fbxo16,ENSMUSG00000034532,0.75,0.0199421261319925,0.106633249850883,Not selected
423,Frem1,ENSMUSG00000059049,0.75,0.0199421261319925,0.106633249850883,Not selected
423,Gldc,ENSMUSG00000024827,0.75,0.0199421261319925,0.106633249850883,Not selected
423,Gm10436,ENSMUSG00000066027,0.75,0.0199421261319925,0.106633249850883,Not selected
423,Gm12925,ENSMUSG00000087307,0.75,0.0199421261319925,0.106633249850883,Not selected
423,Gm49293,ENSMUSG00000115494,0.75,0.0199421261319925,0.106633249850883,Not selected
423,Gpr137c,ENSMUSG00000049092,0.75,0.0199421261319925,0.106633249850883,Not selected
423,Hdc,ENSMUSG00000027360,0.75,0.0199421261319925,0.106633249850883,Not selected
423,Il18,ENSMUSG00000039217,0.75,0.0199421261319925,0.106633249850883,Not selected
423,Kank1,ENSMUSG00000032702,0.75,0.0199421261319925,0.106633249850883,Not selected
423,Lrrc32,ENSMUSG00000090958,0.75,0.0199421261319925,0.106633249850883,Not selected
423,Tslp,ENSMUSG00000024379,0.75,0.0199421261319925,0.106633249850883,Not selected
437,Fsd2,ENSMUSG00000038663,0.745869853982892,0.0210263031060696,0.111272027977716,Not selected
437,Gm28609,ENSMUSG00000101102,0.745869853982892,0.0210263031060696,0.111272027977716,Not selected
439,Atcayos,ENSMUSG00000085779,0.744776393792594,0.0213197281233202,0.112092258772976,Not selected
439,Chst13,ENSMUSG00000056643,0.744776393792594,0.0213197281233202,0.112092258772976,Not selected
441,Csrnp3,ENSMUSG00000044647,0.736408119705036,0.0236553528085015,0.121053535649372,Not selected
442,Abra,ENSMUSG00000042895,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Adamtsl5,ENSMUSG00000043822,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Angpt4,ENSMUSG00000027460,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Bco2,ENSMUSG00000032066,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Bmf,ENSMUSG00000040093,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Cavin2,ENSMUSG00000045954,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Clu,ENSMUSG00000022037,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Cxcl16,ENSMUSG00000018920,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Efhd1,ENSMUSG00000026255,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Fyn,ENSMUSG00000019843,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Gm16638,ENSMUSG00000087088,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Gm18632,ENSMUSG00000113942,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Gm5662,ENSMUSG00000079029,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Gm9987,ENSMUSG00000055958,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Heg1,ENSMUSG00000075254,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Itih4,ENSMUSG00000021922,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Lrrn1,ENSMUSG00000034648,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Mchr1,ENSMUSG00000050164,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Mgam,ENSMUSG00000068587,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Mtus2,ENSMUSG00000029651,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Myh14,ENSMUSG00000030739,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Myh7b,ENSMUSG00000074652,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Plxdc2,ENSMUSG00000026748,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Rerg,ENSMUSG00000030222,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Syngr1,ENSMUSG00000022415,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
442,Tbc1d8,ENSMUSG00000003134,0.733333333333333,0.0245541500714697,0.121053535649372,Not selected
468,Cyp2f2,ENSMUSG00000052974,0.728918266392371,0.0258835971695602,0.125604458097474,Not selected
468,Gm36529,ENSMUSG00000113771,0.728918266392371,0.0258835971695602,0.125604458097474,Not selected
470,Adamts17,ENSMUSG00000058145,0.728039845617479,0.0261536207531623,0.125604458097474,Not selected
470,Dmd,ENSMUSG00000045103,0.728039845617479,0.0261536207531623,0.125604458097474,Not selected
472,Agmat,ENSMUSG00000040706,0.719671571529922,0.0288191846014358,0.136632426629752,Not selected
473,2600006K01Rik,ENSMUSG00000039798,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Afap1l1,ENSMUSG00000033032,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Ank1,ENSMUSG00000031543,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Bmp8a,ENSMUSG00000032726,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Ccdc8,ENSMUSG00000041117,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Cd53,ENSMUSG00000040747,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Dusp3,ENSMUSG00000003518,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,ENSMUSG00000118029,ENSMUSG00000118029,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Gm2022,ENSMUSG00000113971,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Gm22490,ENSMUSG00000087813,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Gm6650,ENSMUSG00000090793,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Gng2,ENSMUSG00000043004,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Hmcn1,ENSMUSG00000066842,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Hopx,ENSMUSG00000059325,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Itgb1bp2,ENSMUSG00000031312,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Kcnj12,ENSMUSG00000042529,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Lrrc10b,ENSMUSG00000090291,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,March11,ENSMUSG00000022269,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Mboat2,ENSMUSG00000020646,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Myl4,ENSMUSG00000061086,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Neil1,ENSMUSG00000032298,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Notch3,ENSMUSG00000038146,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Pdzd2,ENSMUSG00000022197,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Pygm,ENSMUSG00000032648,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Rassf3,ENSMUSG00000025795,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Rbp1,ENSMUSG00000046402,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Tmc3,ENSMUSG00000038540,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Tmprss11b,ENSMUSG00000035861,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Tspan7,ENSMUSG00000058254,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Zdbf2,ENSMUSG00000027520,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
473,Zdhhc14,ENSMUSG00000034265,0.716666666666667,0.0298180356958453,0.136632426629752,Not selected
504,Gm13293,ENSMUSG00000086006,0.713718389418361,0.0308197929754112,0.141050104008858,Not selected
504,Gm28932,ENSMUSG00000101445,0.713718389418361,0.0308197929754112,0.141050104008858,Not selected
506,Gm24627,ENSMUSG00000084713,0.711303297442365,0.0316565570333023,0.142221900737439,Not selected
507,Ano5,ENSMUSG00000055489,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Cacna1d,ENSMUSG00000015968,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Cfap46,ENSMUSG00000049571,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Col6a2,ENSMUSG00000020241,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Csf2rb,ENSMUSG00000071713,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Fbxo40,ENSMUSG00000047746,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Gm11639,ENSMUSG00000040838,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Gm21936,ENSMUSG00000113201,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Grip2,ENSMUSG00000030098,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Hlf,ENSMUSG00000003949,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Hsf2bp,ENSMUSG00000002076,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Kcnc1,ENSMUSG00000058975,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Lrrc55,ENSMUSG00000075224,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Ly6a,ENSMUSG00000075602,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Nckap5,ENSMUSG00000049690,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Nkd2,ENSMUSG00000021567,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Prelp,ENSMUSG00000041577,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Ramp2,ENSMUSG00000001240,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Ryr3,ENSMUSG00000057378,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Sik1,ENSMUSG00000024042,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Tmem45a,ENSMUSG00000022754,0.7,0.0357695749702617,0.151678118434003,Not selected
507,Xirp1,ENSMUSG00000079243,0.7,0.0357695749702617,0.151678118434003,Not selected
529,5830405F06Rik,ENSMUSG00000103586,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,Apod,ENSMUSG00000022548,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,Bcam,ENSMUSG00000002980,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,C1qtnf1,ENSMUSG00000017446,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,C1ra,ENSMUSG00000055172,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,C1rb,ENSMUSG00000098470,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,Cd200r2,ENSMUSG00000090176,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,Cdh15,ENSMUSG00000031962,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,Dlgap2,ENSMUSG00000047495,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,Dpyd,ENSMUSG00000033308,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,Dync1i1,ENSMUSG00000029757,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,ENSMUSG00000115936,ENSMUSG00000115936,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,Ephb6,ENSMUSG00000029869,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,Gas6,ENSMUSG00000031451,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,Gm2016,ENSMUSG00000072905,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,Gm29514,ENSMUSG00000099964,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,Gm5039,ENSMUSG00000093847,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,Gng4,ENSMUSG00000021303,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,Kcne4,ENSMUSG00000047330,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
529,Kcnj2,ENSMUSG00000041695,0.683333333333333,0.0424422720870724,0.167877193288792,Not selected
